id,电影名称,评分,演员,网址
1292679,春光乍泄,8.9,"张国荣, 梁朝伟, 张震, ",https://movie.douban.com/subject/1292679/
3008247,穿条纹睡衣的男孩,9.0,"阿萨·巴特菲尔德, 维拉·法米加, 卡拉·霍根, ",https://movie.douban.com/subject/3008247/
1294639,勇敢的心,8.9,"梅尔·吉布森, 苏菲·玛索, 布莱恩·考克斯, ",https://movie.douban.com/subject/1294639/
1292215,天使爱美丽,8.7,"奥黛丽·塔图, 马修·卡索维茨, 吕菲斯, ",https://movie.douban.com/subject/1292215/
1292370,剪刀手爱德华,8.7,"约翰尼·德普, 薇诺娜·瑞德, 黛安·韦斯特, ",https://movie.douban.com/subject/1292370/
1292656,心灵捕手,8.8,"马特·达蒙, 罗宾·威廉姆斯, 本·阿弗莱克, ",https://movie.douban.com/subject/1292656/
2334904,禁闭岛,8.8,"莱昂纳多·迪卡普里奥, 马克·鲁弗洛, 本·金斯利, ",https://movie.douban.com/subject/2334904/
11525673,布达佩斯大饭店,8.8,"拉尔夫·费因斯, 托尼·雷沃罗利, 艾德里安·布洛迪, ",https://movie.douban.com/subject/11525673/
1652587,阿凡达,8.7,"萨姆·沃辛顿, 佐伊·索尔达娜, 西格妮·韦弗, ",https://movie.douban.com/subject/1652587/
2149806,入殓师,8.8,"本木雅弘, 广末凉子, 山崎努, ",https://movie.douban.com/subject/2149806/
1297359,幽灵公主,8.9,"松田洋治, 石田百合子, 田中裕子, ",https://movie.douban.com/subject/1297359/
1298070,加勒比海盗,8.7,"约翰尼·德普, 杰弗里·拉什, 奥兰多·布鲁姆, ",https://movie.douban.com/subject/1298070/
1294371,摩登时代,9.3,"查理·卓别林, 宝莲·高黛, 亨利·伯格曼, ",https://movie.douban.com/subject/1294371/
1297192,致命ID,8.7,"约翰·库萨克, 雷·利奥塔, 阿曼达·皮特, ",https://movie.douban.com/subject/1297192/
1418834,断背山,8.7,"希斯·莱杰, 杰克·吉伦哈尔, 米歇尔·威廉姆斯, ",https://movie.douban.com/subject/1418834/
1291875,阳光灿烂的日子,8.8,"夏雨, 宁静, 陶虹, ",https://movie.douban.com/subject/1291875/
1291999,重庆森林,8.7,"林青霞, 金城武, 梁朝伟, ",https://movie.douban.com/subject/1291999/
1297630,第六感,8.8,"布鲁斯·威利斯, 海利·乔·奥斯蒙, 托妮·科莱特, ",https://movie.douban.com/subject/1297630/
6985810,狩猎,9.1,"麦斯·米科尔森, 托玛斯·博·拉森, 安妮卡·韦德科普, ",https://movie.douban.com/subject/6985810/
1302425,喜剧之王,8.7,"周星驰, 张柏芝, 莫文蔚, ",https://movie.douban.com/subject/1302425/
3072124,玛丽和马克思,8.9,"托妮·科莱特, 菲利普·塞默·霍夫曼, 巴瑞·哈姆弗莱斯, ",https://movie.douban.com/subject/3072124/
26752088,我不是药神,9.0,"徐峥, 王传君, 周一围, ",https://movie.douban.com/subject/26752088/
21318488,消失的爱人,8.7,"本·阿弗莱克, 裴淳华, 尼尔·帕特里克·哈里斯, ",https://movie.douban.com/subject/21318488/
4268598,告白,8.7,"松隆子, 冈田将生, 木村佳乃, ",https://movie.douban.com/subject/4268598/
25814705,小森林 夏秋篇,9.0,"桥本爱, 三浦贵大, 松冈茉优, ",https://movie.douban.com/subject/25814705/
1291545,大鱼,8.8,"伊万·麦克格雷格, 阿尔伯特·芬尼, 比利·克鲁德普, ",https://movie.douban.com/subject/1291545/
1292434,一一,9.0,"吴念真, 李凯莉, 金燕玲, ",https://movie.douban.com/subject/1292434/
26799731,请以你的名字呼唤我,8.8,"艾米·汉莫, 蒂莫西·柴勒梅德, 迈克尔·斯图巴, ",https://movie.douban.com/subject/26799731/
4917726,阳光姐妹淘,8.8,"沈恩京, 闵孝琳, 姜素拉, ",https://movie.douban.com/subject/4917726/
1296339,爱在黎明破晓前,8.8,"伊桑·霍克, 朱莉·德尔佩, 安德莉亚·埃克特, ",https://movie.douban.com/subject/1296339/
1316510,射雕英雄传之东成西就,8.7,"梁朝伟, 林青霞, 张国荣, ",https://movie.douban.com/subject/1316510/
1297052,侧耳倾听,8.9,"本名阳子, 小林桂树, 高山南, ",https://movie.douban.com/subject/1297052/
1305164,甜蜜蜜,8.8,"黎明, 张曼玉, 杨恭如, ",https://movie.douban.com/subject/1305164/
1865703,红辣椒,9.0,"林原惠美, 江守彻, 堀胜之祐, ",https://movie.douban.com/subject/1865703/
25958717,海蒂和爷爷,9.1,"阿努克·斯特芬, 布鲁诺·甘茨, 昆林·艾格匹, ",https://movie.douban.com/subject/25958717/
2353023,驯龙高手,8.7,"杰伊·巴鲁切尔, 杰拉德·巴特勒, 克雷格·费格森, ",https://movie.douban.com/subject/2353023/
1300299,杀人回忆,8.8,"宋康昊, 金相庆, 金雷河, ",https://movie.douban.com/subject/1300299/
1297447,倩女幽魂,8.7,"张国荣, 王祖贤, 午马, ",https://movie.douban.com/subject/1297447/
5322596,超脱,8.8,"艾德里安·布洛迪, 马西娅·盖伊·哈登, 詹姆斯·肯恩, ",https://movie.douban.com/subject/5322596/
10777687,7号房的礼物,8.8,"柳承龙, 朴信惠, 郑镇荣, ",https://movie.douban.com/subject/10777687/
21360417,恐怖直播,8.8,"河正宇, 李璟荣, 全慧珍, ",https://movie.douban.com/subject/21360417/
1293359,菊次郎的夏天,8.8,"北野武, 关口雄介, 岸本加世子, ",https://movie.douban.com/subject/1293359/
3011235,哈利·波特与死亡圣器(下),8.7,"丹尼尔·雷德克里夫, 艾玛·沃森, 鲁伯特·格林特, ",https://movie.douban.com/subject/3011235/
25814707,小森林 冬春篇,9.0,"桥本爱, 三浦贵大, 松冈茉优, ",https://movie.douban.com/subject/25814707/
1291990,爱在日落黄昏时,8.8,"伊桑·霍克, 朱莉·德尔佩, 弗农·多布切夫, ",https://movie.douban.com/subject/1291990/
1291585,风之谷,8.8,"岛本须美, 松田洋治, 榊原良子, ",https://movie.douban.com/subject/1291585/
1292274,幸福终点站,8.7,"汤姆·汉克斯, 凯瑟琳·泽塔-琼斯, 斯坦利·图齐, ",https://movie.douban.com/subject/1292274/
3395373,蝙蝠侠：黑暗骑士崛起,8.7,"克里斯蒂安·贝尔, 汤姆·哈迪, 安妮·海瑟薇, ",https://movie.douban.com/subject/3395373/
5989818,萤火之森,8.8,"佐仓绫音, 内山昂辉, 辻亲八, ",https://movie.douban.com/subject/5989818/
1292208,上帝之城,8.9,"亚历桑德雷·罗德里格斯, 莱安德鲁·菲尔米诺, 菲利佩·哈根森, ",https://movie.douban.com/subject/1292208/
1306249,唐伯虎点秋香,8.6,"周星驰, 巩俐, 陈百祥, ",https://movie.douban.com/subject/1306249/
4202302,借东西的小人阿莉埃蒂,8.8,"志田未来, 神木隆之介, 树木希林, ",https://movie.douban.com/subject/4202302/
11026735,超能陆战队,8.6,"斯科特·安第斯, 瑞恩·波特, 丹尼尔·海尼, ",https://movie.douban.com/subject/11026735/
3287562,神偷奶爸,8.6,"史蒂夫·卡瑞尔, 杰森·席格尔, 拉塞尔·布兰德, ",https://movie.douban.com/subject/3287562/
1292337,无人知晓,9.1,"柳乐优弥, 北浦爱, 木村飞影, ",https://movie.douban.com/subject/1292337/
1291579,怪兽电力公司,8.7,"约翰·古德曼, 比利·克里斯托, 玛丽·吉布斯, ",https://movie.douban.com/subject/1291579/
1417598,电锯惊魂,8.7,"雷·沃纳尔, 加利·艾尔维斯, 丹尼·格洛弗, ",https://movie.douban.com/subject/1417598/
1858711,玩具总动员3,8.8,"汤姆·汉克斯, 蒂姆·艾伦, 琼·库萨克, ",https://movie.douban.com/subject/1858711/
3792799,岁月神偷,8.7,"吴君如, 任达华, 钟绍图, ",https://movie.douban.com/subject/3792799/
26325320,血战钢锯岭,8.7,"安德鲁·加菲尔德, 萨姆·沃辛顿, 文斯·沃恩, ",https://movie.douban.com/subject/26325320/
1578507,谍影重重3,8.8,"马特·达蒙, 朱丽娅·斯蒂尔斯, 大卫·斯特雷泽恩, ",https://movie.douban.com/subject/1578507/
1907966,疯狂原始人,8.7,"尼古拉斯·凯奇, 艾玛·斯通, 瑞恩·雷诺兹, ",https://movie.douban.com/subject/1907966/
1297574,英雄本色,8.7,"周润发, 狄龙, 张国荣, ",https://movie.douban.com/subject/1297574/
1303037,喜宴,8.9,"赵文瑄, 郎雄, 归亚蕾, ",https://movie.douban.com/subject/1303037/
1295399,七武士,9.2,"三船敏郎, 志村乔, 稻叶义男, ",https://movie.douban.com/subject/1295399/
1293318,萤火虫之墓,8.7,"辰己努, 白石绫乃, 志乃原良子, ",https://movie.douban.com/subject/1293318/
1292328,东邪西毒,8.6,"张国荣, 林青霞, 梁朝伟, ",https://movie.douban.com/subject/1292328/
1418200,傲慢与偏见,8.6,"凯拉·奈特莉, 马修·麦克费登, 唐纳德·萨瑟兰, ",https://movie.douban.com/subject/1418200/
1292401,真爱至上,8.6,"休·格兰特, 科林·费尔斯, 艾玛·汤普森, ",https://movie.douban.com/subject/1292401/
10577869,时空恋旅人,8.7,"多姆纳尔·格里森, 瑞秋·麦克亚当斯, 比尔·奈伊, ",https://movie.douban.com/subject/10577869/
2209573,贫民窟的百万富翁,8.6,"戴夫·帕特尔, 沙鲁巴·舒克拉, 亚尼·卡普, ",https://movie.douban.com/subject/2209573/
1978709,黑天鹅,8.5,"娜塔莉·波特曼, 米拉·库尼斯, 文森特·卡索, ",https://movie.douban.com/subject/1978709/
1304447,记忆碎片,8.6,"盖·皮尔斯, 凯瑞-安·莫斯, 乔·潘托里亚诺, ",https://movie.douban.com/subject/1304447/
25917973,心迷宫,8.7,"霍卫民, 王笑天, 罗芸, ",https://movie.douban.com/subject/25917973/
1295409,纵横四海,8.8,"周润发, 张国荣, 钟楚红, ",https://movie.douban.com/subject/1295409/
1294240,教父3,8.8,"阿尔·帕西诺, 黛安·基顿, 塔莉娅·夏尔, ",https://movie.douban.com/subject/1294240/
24750126,荒蛮故事,8.8,"达里奥·格兰迪内蒂, 玛丽娅·玛努尔, 莫妮卡·比利亚, ",https://movie.douban.com/subject/24750126/
1300992,完美的世界,9.1,"凯文·科斯特纳, 劳拉·邓恩, 克林特·伊斯特伍德, ",https://movie.douban.com/subject/1300992/
1793929,达拉斯买家俱乐部,8.7,"马修·麦康纳, 詹妮弗·加纳, 杰瑞德·莱托, ",https://movie.douban.com/subject/1793929/
26611804,三块广告牌,8.7,"弗兰西斯·麦克多蒙德, 伍迪·哈里森, 山姆·洛克威尔, ",https://movie.douban.com/subject/26611804/
1291870,雨人,8.7,"达斯汀·霍夫曼, 汤姆·克鲁斯, 瓦莱丽亚·戈利诺, ",https://movie.douban.com/subject/1291870/
6307447,被解救的姜戈,8.7,"杰米·福克斯, 莱昂纳多·迪卡普里奥, 克里斯托弗·沃尔兹, ",https://movie.douban.com/subject/6307447/
1291557,花样年华,8.6,"梁朝伟, 张曼玉, 潘迪华, ",https://movie.douban.com/subject/1291557/
1291822,卢旺达饭店,8.9,"唐·钱德尔, 苏菲·奥康内多, 杰昆·菲尼克斯, ",https://movie.douban.com/subject/1291822/
26683290,你的名字。,8.4,"神木隆之介, 上白石萌音, 长泽雅美, ",https://movie.douban.com/subject/26683290/
1306861,我是山姆,8.9,"西恩·潘, 达科塔·范宁, 米歇尔·菲佛, ",https://movie.douban.com/subject/1306861/
1307315,哪吒闹海,9.0,"梁正晖, 邱岳峰, 毕克, ",https://movie.douban.com/subject/1307315/
10533913,头脑特工队,8.7,"艾米·波勒, 菲利丝·史密斯, 理查德·坎德, ",https://movie.douban.com/subject/10533913/
25980443,海边的曼彻斯特,8.6,"卡西·阿弗莱克, 卢卡斯·赫奇斯, 米歇尔·威廉姆斯, ",https://movie.douban.com/subject/25980443/
4848115,你看起来好像很好吃,8.8,"山口胜平, 爱河里花子, 加藤清史郎, ",https://movie.douban.com/subject/4848115/
1309163,恋恋笔记本,8.5,"瑞恩·高斯林, 瑞秋·麦克亚当斯, 吉娜·罗兰兹, ",https://movie.douban.com/subject/1309163/
6534248,无敌破坏王,8.7,"约翰·C·赖利, 萨拉·西尔弗曼, 杰克·麦克布瑞尔, ",https://movie.douban.com/subject/6534248/
1291578,冰川时代,8.5,"雷·罗马诺, 约翰·雷吉扎莫, 丹尼斯·利瑞, ",https://movie.douban.com/subject/1291578/
26430107,二十二,8.7,,https://movie.douban.com/subject/26430107/
1296909,虎口脱险,8.9,"路易·德·菲奈斯, 布尔维尔, 克劳迪奥·布鲁克, ",https://movie.douban.com/subject/1296909/
1395091,未麻的部屋,8.9,"岩男润子, 松本梨香, 辻亲八, ",https://movie.douban.com/subject/1395091/
3443389,海洋,9.1,"皮尔斯·布鲁斯南, 雅克·贝汉, 姜文, ",https://movie.douban.com/subject/3443389/
10463953,模仿游戏,8.6,"本尼迪克特·康伯巴奇, 凯拉·奈特莉, 马修·古迪, ",https://movie.douban.com/subject/10463953/
25773932,爆裂鼓手,8.7,"迈尔斯·特勒, J·K·西蒙斯, 保罗·雷瑟, ",https://movie.douban.com/subject/25773932/
1293460,雨中曲,9.0,"吉恩·凯利, 唐纳德·奥康纳, 黛比·雷诺斯, ",https://movie.douban.com/subject/1293460/
26628357,一个叫欧维的男人决定去死,8.8,"罗夫·拉斯加德, 巴哈·帕斯, 托比亚斯·阿姆博瑞, ",https://movie.douban.com/subject/26628357/
1959195,忠犬八公物语,9.1,"山本圭, 井川比佐志, 片桐入, ",https://movie.douban.com/subject/1959195/
1295865,燃情岁月,8.8,"布拉德·皮特, 安东尼·霍普金斯, 艾丹·奎因, ",https://movie.douban.com/subject/1295865/
1302827,人工智能,8.6,"海利·乔·奥斯蒙, 弗兰西丝·奥康纳, 山姆·洛巴兹, ",https://movie.douban.com/subject/1302827/
1428581,天书奇谭,9.2,"丁建华, 毕克, 苏秀, ",https://movie.douban.com/subject/1428581/
1307811,魔女宅急便,8.6,"高山南, 佐久间玲, 户田惠子, ",https://movie.douban.com/subject/1307811/
25724855,房间,8.8,"布丽·拉尔森, 雅各布·特伦布莱, 肖恩·布里吉格斯, ",https://movie.douban.com/subject/25724855/
1937946,穿越时空的少女,8.6,"仲里依纱, 石田卓也, 板仓光隆, ",https://movie.douban.com/subject/1937946/
1302467,黑客帝国3：矩阵革命,8.7,"基努·里维斯, 劳伦斯·菲什伯恩, 凯瑞-安·莫斯, ",https://movie.douban.com/subject/1302467/
3011051,恐怖游轮,8.4,"梅利莎·乔治, 利亚姆·海姆斯沃斯, 迈克尔·多曼, ",https://movie.douban.com/subject/3011051/
25895901,海街日记,8.7,"绫濑遥, 长泽雅美, 夏帆, ",https://movie.douban.com/subject/25895901/
1293964,魂断蓝桥,8.8,"费雯·丽, 罗伯特·泰勒, 露塞尔·沃特森, ",https://movie.douban.com/subject/1293964/
4920389,头号玩家,8.7,"泰伊·谢里丹, 奥利维亚·库克, 本·门德尔森, ",https://movie.douban.com/subject/4920389/
1292528,猜火车,8.5,"伊万·麦克格雷格, 艾文·布莱纳, 约翰尼·李·米勒, ",https://movie.douban.com/subject/1292528/
26614893,完美陌生人,8.5,"马可·贾利尼, 卡夏·斯穆特尼亚克, 爱德华多·莱奥, ",https://movie.douban.com/subject/26614893/
1291879,罗生门,8.8,"三船敏郎, 千秋实, 京町子, ",https://movie.douban.com/subject/1291879/
1293181,惊魂记,8.9,"珍妮特·利, 安东尼·博金斯, 维拉·迈尔斯, ",https://movie.douban.com/subject/1293181/
1291543,功夫,8.4,"周星驰, 元秋, 元华, ",https://movie.douban.com/subject/1291543/
1305690,阿飞正传,8.5,"张国荣, 张曼玉, 刘嘉玲, ",https://movie.douban.com/subject/1305690/
1760622,香水,8.5,"本·卫肖, 艾伦·瑞克曼, 蕾切儿·哈伍德, ",https://movie.douban.com/subject/1760622/
1308857,可可西里,8.7,"多布杰, 张正阳, 奇道, ",https://movie.douban.com/subject/1308857/
1308767,谍影重重2,8.6,"马特·达蒙, 弗朗卡·波滕特, 布莱恩·考克斯, ",https://movie.douban.com/subject/1308767/
1292329,牯岭街少年杀人事件,8.8,"张震, 杨静怡, 张国柱, ",https://movie.douban.com/subject/1292329/
2213597,朗读者,8.5,"凯特·温丝莱特, 大卫·克劳斯, 拉尔夫·费因斯, ",https://movie.douban.com/subject/2213597/
2297265,浪潮,8.7,"于尔根·福格尔, 弗雷德里克·劳, 马克思·雷迈特, ",https://movie.douban.com/subject/2297265/
1304102,谍影重重,8.6,"马特·达蒙, 弗朗卡·波滕特, 克里斯·库珀, ",https://movie.douban.com/subject/1304102/
1862151,疯狂的石头,8.4,"郭涛, 刘桦, 连晋, ",https://movie.douban.com/subject/1862151/
1419936,战争之王,8.6,"尼古拉斯·凯奇, 布丽姬·穆娜, 杰瑞德·莱托, ",https://movie.douban.com/subject/1419936/
2363506,地球上的星星,8.9,"达席尔·萨法瑞, 阿米尔·汗, 塔奈·切赫达, ",https://movie.douban.com/subject/2363506/
4739952,初恋这件小事,8.3,"平采娜·乐维瑟派布恩, 马里奥·毛瑞尔, 苏达拉·布查蓬, ",https://movie.douban.com/subject/4739952/
1303394,青蛇,8.5,"张曼玉, 王祖贤, 赵文卓, ",https://movie.douban.com/subject/1303394/
1291844,终结者2：审判日,8.6,"阿诺·施瓦辛格, 琳达·汉密尔顿, 爱德华·福隆, ",https://movie.douban.com/subject/1291844/
26787574,奇迹男孩,8.6,"雅各布·特伦布莱, 朱莉娅·罗伯茨, 伊扎贝拉·维多维奇, ",https://movie.douban.com/subject/26787574/
10808442,爱在午夜降临前,8.8,"伊桑·霍克, 朱莉·德尔佩, 肖姆斯·戴维-菲茨帕特里克, ",https://movie.douban.com/subject/10808442/
3075287,源代码,8.4,"杰克·吉伦哈尔, 维拉·法米加, 米歇尔·莫纳汉, ",https://movie.douban.com/subject/3075287/
1292287,新龙门客栈,8.6,"张曼玉, 林青霞, 梁家辉, ",https://movie.douban.com/subject/1292287/
2222996,步履不停,8.8,"阿部宽, 夏川结衣, 江原由希子, ",https://movie.douban.com/subject/2222996/
26393561,小萝莉的猴神大叔,8.5,"萨尔曼·汗, 哈莎莉·马洛特拉, 卡琳娜·卡普尔, ",https://movie.douban.com/subject/26393561/
1438652,无耻混蛋,8.5,"布拉德·皮特, 梅拉尼·罗兰, 克里斯托弗·沃尔兹, ",https://movie.douban.com/subject/1438652/
25986180,釜山行,8.4,"孔侑, 郑有美, 马东锡, ",https://movie.douban.com/subject/25986180/
6874403,再次出发之纽约遇见你,8.5,"凯拉·奈特莉, 马克·鲁弗洛, 亚当·莱文, ",https://movie.douban.com/subject/6874403/
5964718,一次别离,8.7,"佩曼·莫阿迪, 蕾拉·哈塔米, 萨瑞·巴亚特, ",https://movie.douban.com/subject/5964718/
1397546,追随,8.9,"杰里米·西奥伯德, 亚历克斯·霍, 露西·拉塞尔, ",https://movie.douban.com/subject/1397546/
10437779,新世界,8.7,"李政宰, 崔岷植, 黄政民, ",https://movie.douban.com/subject/10437779/
1428175,血钻,8.6,"莱昂纳多·迪卡普里奥, 杰曼·翰苏, 詹妮弗·康纳利, ",https://movie.douban.com/subject/1428175/
25807345,彗星来的那一夜,8.5,"艾米丽·芭尔多尼, 莫瑞·史特林, 尼古拉斯·布兰登, ",https://movie.douban.com/subject/25807345/
1292226,2001太空漫游,8.7,"凯尔·杜拉, 加里·洛克伍德, 威廉姆·西尔维斯特, ",https://movie.douban.com/subject/1292226/
1293908,城市之光,9.3,"查理·卓别林, 弗吉尼亚·切瑞尔, 佛罗伦斯·李, ",https://movie.douban.com/subject/1293908/
1291568,东京物语,9.2,"笠智众, 原节子, 杉村春子, ",https://movie.douban.com/subject/1291568/
1300374,绿里奇迹,8.7,"汤姆·汉克斯, 大卫·摩斯, 迈克·克拉克·邓肯, ",https://movie.douban.com/subject/1300374/
1388216,撞车,8.6,"桑德拉·布洛克, 唐·钱德尔, 马特·狄龙, ",https://movie.douban.com/subject/1388216/
1292270,梦之安魂曲,8.7,"艾伦·伯斯汀, 杰瑞德·莱托, 詹妮弗·康纳利, ",https://movie.douban.com/subject/1292270/
3592854,疯狂的麦克斯4：狂暴之路,8.6,"汤姆·哈迪, 查理兹·塞隆, 尼古拉斯·霍尔特, ",https://movie.douban.com/subject/3592854/
25954475,聚焦,8.8,"马克·鲁弗洛, 迈克尔·基顿, 瑞秋·麦克亚当斯, ",https://movie.douban.com/subject/25954475/
1294638,E.T. 外星人,8.6,"亨利·托马斯, 迪·沃伦斯, 罗伯特·麦克纳夫顿, ",https://movie.douban.com/subject/1294638/
1291824,黑鹰坠落,8.6,"乔什·哈奈特, 伊万·麦克格雷格, 汤姆·塞兹摩尔, ",https://movie.douban.com/subject/1291824/
2300586,这个男人来自地球,8.5,"大卫·李·史密斯, 托尼·托德, 约翰·比灵斯列, ",https://movie.douban.com/subject/2300586/
